"Genotype","predicted.value","std.error","status","AVSED","h2_Cullis","Gvar","pop","co_loc","pop_BLUE"
"FBR3N39",22.6045967162536,2.89138809122491,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N41",15.877202240435,2.84378982129105,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N44",22.3033166189727,2.83558875868112,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N45",24.404708979566,2.87807470445345,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N47",15.2914553903765,2.83821703255365,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N48",21.6507776624196,2.84125594534447,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N5",23.8449119447644,2.84985975834943,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N52",23.4352020653014,2.84149101601829,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N55",27.1856936226919,2.83606098578344,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N57",22.1705549544907,2.84862760853036,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N59",27.1444317555779,2.84556585586818,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N60",20.0322169516625,2.84210298132752,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N61",18.1791710828818,2.98879311650794,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N63",25.311653395116,2.84134895794377,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N66",18.1420469063142,2.83636063934395,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N69",26.0586522626091,2.84470565214341,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N72",20.2782386668202,2.84699889557434,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N73",22.6055419937713,2.84055428827509,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N75",21.1894899827395,2.8458894660068,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N77",20.9911106902535,2.83753127104549,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N78",18.1705567778145,2.84674434976139,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N8",25.7207315803558,2.84147588570517,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N80",22.3636150651056,2.84901809332804,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N81",23.6828251190942,2.84395643156937,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N82",18.8171389962551,2.83584646835663,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N84",16.3876496199945,2.84691071159951,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N9",19.7349981584038,2.84767131246105,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N90",17.9087940012333,2.8603084963962,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N93",19.9035957770589,2.85946337651777,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"FBR3N94",24.0476120291709,2.85046118128992,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","0",18.2152456962334
"FBR3N95",22.2368568894498,2.85383813112657,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"gxr","1",18.2152456962334
"LAR1N100",28.9427536585832,4.33376415018143,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N103",28.8545085308661,4.32886216490554,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N106",10.0462247054966,4.29854056356064,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR1N107",5.007092732654,4.37686979355469,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR1N108",22.3230957574594,4.38471834118083,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N109",27.2528831704209,4.33273956915851,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N111",23.5568796681042,4.30043654426026,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N114",31.7010288454038,4.36287372586228,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N117",11.330598012216,4.38885721989893,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR1N119",25.3280824078854,4.38976947435449,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","0",28.6108682474495
"LAR1N125",8.71126485338217,4.31857905363699,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR1N69",8.56750699942728,4.32265264718271,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
